N,P,K,pH,Temp(°C),Humidity(%),Moisture(%),Rainfall(cm),Crop,,,,,,,,,,,,,,,
147,44,28,5.9,28,77.3,60,124,Jute,,,,,,,,,,,,,,,
149,37,35,5.7,24,83.6,61,125,Jute,,,,,,,,,,,,,,,
286,29,42,5.9,32,78.8,70,127,Jute,,,,,,,,,,,,,,,
214.6,27,52,5.7,37,77,68,113,Jute,,,,,,,,,,,,,,,
158,46,35,5.7,36,80.9,66,111,Jute,,,,,,,,,,,,,,,
148,41,56,5.9,30,76.4,77,123,Jute,,,,,,,,,,,,,,,
338,36,77,5.9,34,77.3,65,113,Jute,,,,,,,,,,,,,,,
271,37,101,5.7,29,78.1,72,119,Jute,,,,,,,,,,,,,,,
153,45,31,5.9,31,82,77,142,Jute,,,,,,,,,,,,,,,
170,38,44,5.7,37,80,67,103,Jute,,,,,,,,,,,,,,,
313,31,57,5.8,26,81.9,61,103,Jute,,,,,,,,,,,,,,,
172,30,64,5.9,25,77.1,60,113,Jute,,,,,,,,,,,,,,,
153,44,31,5.6,32,81.4,70,110,Jute,,,,,,,,,,,,,,,
157,37,46,6,29,75.7,75,125,Jute,,,,,,,,,,,,,,,
313,29,60,5.8,35,79.4,71,129,Jute,,,,,,,,,,,,,,,
262,27,77,5.7,30,79.1,65,123,Jute,,,,,,,,,,,,,,,
155,45,34,5.9,27,82.3,64,103,Jute,,,,,,,,,,,,,,,
146,38,53,6,26,82.3,63,109,Jute,,,,,,,,,,,,,,,
326,31,72,5.7,34,77,68,121,Jute,,,,,,,,,,,,,,,
266,30,94,5.8,33,75.3,63,130,Jute,,,,,,,,,,,,,,,
153,44,28,5.8,29,78.8,61,105,Jute,,,,,,,,,,,,,,,
167,36,35,5.9,32,77.8,63,148,Jute,,,,,,,,,,,,,,,
313,30,42,5.7,24,81.8,71,126,Jute,,,,,,,,,,,,,,,
299,26,52,5.7,26,75.3,77,144,Jute,,,,,,,,,,,,,,,
159,45,34,5.8,31,81.6,75,150,Jute,,,,,,,,,,,,,,,
150,38,53,5.8,26,83.7,71,141,Jute,,,,,,,,,,,,,,,
343,31,72,6,29,76.8,64,121,Jute,,,,,,,,,,,,,,,
232,30,94,5.9,28,81.4,78,133,Jute,,,,,,,,,,,,,,,
150,45,30,5.6,30,81,71,121,Jute,,,,,,,,,,,,,,,
169,32,22,5.7,34,78.7,63,110,Jute,,,,,,,,,,,,,,,
272,25,29,6,25,79.5,64,140,Jute,,,,,,,,,,,,,,,
236,23,39,5.9,26,78.4,78,139,Jute,,,,,,,,,,,,,,,
153,46,34,5.6,33,76.6,69,100,Jute,,,,,,,,,,,,,,,
149,37,38,6,33,78.4,74,148,Jute,,,,,,,,,,,,,,,
313,28,45,5.6,37,83.1,63,120,Jute,,,,,,,,,,,,,,,
348,25,37,5.7,37,80,78,107,Jute,,,,,,,,,,,,,,,
155,47,56,5.9,31,81.4,76,121,Jute,,,,,,,,,,,,,,,
156,40,75,5.7,25,80.1,66,102,Jute,,,,,,,,,,,,,,,
326,33,97,6,37,83.5,60,122,Jute,,,,,,,,,,,,,,,
389,32,34,5.8,26,84,68,138,Jute,,,,,,,,,,,,,,,
150,46,49,6,35,81.8,79,131,Jute,,,,,,,,,,,,,,,
168,39,63,5.8,34,80.3,61,138,Jute,,,,,,,,,,,,,,,
301,31,80,5.9,27,78.1,71,134,Jute,,,,,,,,,,,,,,,
362,29,32,5.9,31,83.6,71,118,Jute,,,,,,,,,,,,,,,
147,46,41,5.8,36,84.5,74,143,Jute,,,,,,,,,,,,,,,
162,37,50,5.6,26,80.7,67,143,Jute,,,,,,,,,,,,,,,
286,28,77,5.9,25,78.1,63,121,Jute,,,,,,,,,,,,,,,
340,25,33,5.8,31,78.6,61,118,Jute,,,,,,,,,,,,,,,
158,47,46,5.7,35,80.9,75,142,Jute,,,,,,,,,,,,,,,
167,42,58,5.9,25,82.2,69,146,Jute,,,,,,,,,,,,,,,
338,36,73,6,27,79.2,65,142,Jute,,,,,,,,,,,,,,,
313,36,31,5.7,29,82,73,124,Jute,,,,,,,,,,,,,,,
153,47,40,5.8,31,76,64,113,Jute,,,,,,,,,,,,,,,
166,40,48,5.8,34,82.2,73,123,Jute,,,,,,,,,,,,,,,
313,33,60,5.7,28,83,65,114,Jute,,,,,,,,,,,,,,,
385,32,33,5.9,25,84.2,61,124,Jute,,,,,,,,,,,,,,,
153,47,46,5.8,30,75.1,80,150,Jute,,,,,,,,,,,,,,,
148,40,58,5.8,31,78.6,63,128,Jute,,,,,,,,,,,,,,,
313,43,73,5.6,27,75.5,77,142,Jute,,,,,,,,,,,,,,,
378,34,31,5.9,25,75,79,134,Jute,,,,,,,,,,,,,,,
155,25,38,5.8,29,78.2,64,135,Jute,,,,,,,,,,,,,,,
170,22,45,5.7,37,78,70,106,Jute,,,,,,,,,,,,,,,
326,44,55,5.7,25,78.5,72,100,Jute,,,,,,,,,,,,,,,
396,37,29,5.9,36,84.9,79,149,Jute,,,,,,,,,,,,,,,
153,30,34,5.6,28,83.2,62,133,Jute,,,,,,,,,,,,,,,
154,29,38,5.8,31,77.1,66,109,Jute,,,,,,,,,,,,,,,
313,43,45,5.9,33,75.7,74,148,Jute,,,,,,,,,,,,,,,
378,36,37,5.9,30,80.5,77,133,Jute,,,,,,,,,,,,,,,
159,28,56,5.7,32,78.1,69,122,Jute,,,,,,,,,,,,,,,
156,26,75,5.9,34,82,65,121,Jute,,,,,,,,,,,,,,,
343,43,97,5.7,32,80,64,117,Jute,,,,,,,,,,,,,,,
320,34,34,5.8,32,81.9,74,150,Jute,,,,,,,,,,,,,,,
150,25,49,5.9,37,77.1,60,125,Jute,,,,,,,,,,,,,,,
153,22,63,5.6,25,81.4,67,114,Jute,,,,,,,,,,,,,,,
272,44,80,6,31,75.7,62,149,Jute,,,,,,,,,,,,,,,
326,39,32,5.8,28,79.4,77,147,Jute,,,,,,,,,,,,,,,
153,33,41,5.7,32,79.1,61,110,Jute,,,,,,,,,,,,,,,
151,33,50,5.9,34,82.3,69,127,Jute,,,,,,,,,,,,,,,
313,44,77,6,37,82.3,77,136,Jute,,,,,,,,,,,,,,,
378,37,34,5.7,37,77,61,137,Jute,,,,,,,,,,,,,,,
155,30,48,5.8,32,75.3,71,126,Jute,,,,,,,,,,,,,,,
146,29,62,5.8,28,78.8,74,150,Jute,,,,,,,,,,,,,,,
326,44,79,5.9,30,77.8,62,138,Jute,,,,,,,,,,,,,,,
396,37,34,5.7,36,81.8,76,147,Jute,,,,,,,,,,,,,,,
150,30,48,5.7,27,75.3,73,142,Jute,,,,,,,,,,,,,,,
149,29,62,5.8,31,81.6,76,127,Jute,,,,,,,,,,,,,,,
301,43,79,5.8,30,83.7,66,129,Jute,,,,,,,,,,,,,,,
361,36,32,6,35,76.8,61,120,Jute,,,,,,,,,,,,,,,
147,28,41,5.8,25,80,74,111,Jute,,,,,,,,,,,,,,,
150,26,50,5.7,25,84.5,62,131,Jute,,,,,,,,,,,,,,,
286,43,62,5.9,30,81.3,64,140,Jute,,,,,,,,,,,,,,,
340,34,30,5.8,29,78.8,62,140,Jute,,,,,,,,,,,,,,,
158,25,36,5.7,35,81.8,69,120,Jute,,,,,,,,,,,,,,,
160,41,42,5.7,30,80.7,60,138,Jute,,,,,,,,,,,,,,,
338,36,51,6,31,79,75,117,Jute,,,,,,,,,,,,,,,
233,35,30,5.7,26,77.4,76,144,Jute,,,,,,,,,,,,,,,
153,37,35,6,35,80,80,102,Jute,,,,,,,,,,,,,,,
147,38,40,5.7,33,84.9,79,149,Jute,,,,,,,,,,,,,,,
313,31,48,5.9,31,80.2,73,139,Jute,,,,,,,,,,,,,,,
368,29,28,5.7,35,84.6,73,118,Jute,,,,,,,,,,,,,,,
153,44,30,5.9,35,77.3,62,110,Jute,,,,,,,,,,,,,,,
146,37,32,5.7,29,83.6,66,104,Jute,,,,,,,,,,,,,,,
313,29,37,5.9,31,78.8,62,127,Jute,,,,,,,,,,,,,,,
378,28,37,5.7,28,77,65,111,Jute,,,,,,,,,,,,,,,
155,44,56,5.7,29,80.9,60,129,Jute,,,,,,,,,,,,,,,
162,39,19,5.9,32,76.4,67,142,Jute,,,,,,,,,,,,,,,
326,32,17,5.9,24,77.3,80,120,Jute,,,,,,,,,,,,,,,
396,30,44,5.7,28,78.1,67,141,Jute,,,,,,,,,,,,,,,
153,43,38,5.9,33,82,64,118,Jute,,,,,,,,,,,,,,,
170,39,28,5.7,33,80,76,142,Jute,,,,,,,,,,,,,,,
313,31,21,5.8,37,81.9,73,107,Jute,,,,,,,,,,,,,,,
378,27,60,5.9,25,77.1,80,106,Jute,,,,,,,,,,,,,,,
159,44,74,5.6,30,81.4,70,118,Jute,,,,,,,,,,,,,,,
162,39,61,6,31,75.7,74,104,Jute,,,,,,,,,,,,,,,
343,31,70,5.8,27,79.4,75,116,Jute,,,,,,,,,,,,,,,
188,30,95,5.7,25,79.1,77,147,Jute,,,,,,,,,,,,,,,
150,44,54,5.9,29,82.3,78,126,Jute,,,,,,,,,,,,,,,
149,33,61,6,27,82.3,64,137,Jute,,,,,,,,,,,,,,,
272,26,70,5.7,35,77,64,123,Jute,,,,,,,,,,,,,,,
326,24,95,5.8,35,75.3,61,137,Jute,,,,,,,,,,,,,,,
343,32,52,5.8,37,78.8,65,101,Jute,,,,,,,,,,,,,,,
176,31,54,5.9,36,77.8,67,114,Jute,,,,,,,,,,,,,,,
150,44,58,5.7,30,81.8,73,126,Jute,,,,,,,,,,,,,,,
217,33,78,5.7,30,75.3,68,137,Jute,,,,,,,,,,,,,,,
272,29,50,5.8,33,81.6,75,118,Jute,,,,,,,,,,,,,,,
160,24,48,5.8,35,83.7,75,145,Jute,,,,,,,,,,,,,,,
153,38,48,6,37,76.8,69,133,Jute,,,,,,,,,,,,,,,
248,38,64,5.9,30,81.4,72,130,Jute,,,,,,,,,,,,,,,
313,30,50,5.6,26,81,79,124,Jute,,,,,,,,,,,,,,,
176,26,48,5.7,30,78.7,73,127,Jute,,,,,,,,,,,,,,,
155,44,48,6,33,79.5,71,129,Jute,,,,,,,,,,,,,,,
256,39,31,5.9,36,78.4,60,123,Jute,,,,,,,,,,,,,,,
326,32,25,5.6,31,76.6,70,129,Jute,,,,,,,,,,,,,,,
167,32,32,6,26,78.4,79,150,Jute,,,,,,,,,,,,,,,
150,44,42,5.6,33,83.1,78,145,Jute,,,,,,,,,,,,,,,
241,41,32,5.7,27,80,64,141,Jute,,,,,,,,,,,,,,,
301,36,18,5.9,27,81.4,65,143,Jute,,,,,,,,,,,,,,,
170,33,24,5.7,32,80.1,65,120,Jute,,,,,,,,,,,,,,,
153,45,26,6,24,75,78,120,Leafy Veg,,,,,,,,,,,,,,,
248,40,31,6.2,15,78.5,82,104,Leafy Veg,,,,,,,,,,,,,,,
313,34,35,6.1,24,78.2,88,93,Leafy Veg,,,,,,,,,,,,,,,
153,34,42,6.1,25,77,85,116,Leafy Veg,,,,,,,,,,,,,,,
155,47,29,6.2,18,73.4,84,102,Leafy Veg,,,,,,,,,,,,,,,
256,46,38,6,19,71.8,85,77,Leafy Veg,,,,,,,,,,,,,,,
326,44,47,6.1,17,74.6,89,115,Leafy Veg,,,,,,,,,,,,,,,
150,48,59,6,25,71.5,72,88,Leafy Veg,,,,,,,,,,,,,,,
158,47,31,5.8,21,77.6,85,62,Leafy Veg,,,,,,,,,,,,,,,
263,46,46,6.1,24,74.5,78,71,Leafy Veg,,,,,,,,,,,,,,,
338,44,60,5.8,21,72.6,88,76,Leafy Veg,,,,,,,,,,,,,,,
151,48,77,6.1,24,76.6,80,109,Leafy Veg,,,,,,,,,,,,,,,
148,45,24,6.2,16,79.2,88,73,Leafy Veg,,,,,,,,,,,,,,,
233,38,23,6,18,72.7,74,114,Leafy Veg,,,,,,,,,,,,,,,
288,31,22,5.9,24,76.3,85,62,Leafy Veg,,,,,,,,,,,,,,,
153,30,24,5.9,22,78.2,74,96,Leafy Veg,,,,,,,,,,,,,,,
155,47,29,5.8,18,79.2,76,120,Leafy Veg,,,,,,,,,,,,,,,
256,44,38,5.8,19,71.4,89,99,Leafy Veg,,,,,,,,,,,,,,,
326,41,47,5.9,16,78.4,75,92,Leafy Veg,,,,,,,,,,,,,,,
162,44,59,5.8,18,72.1,84,115,Leafy Veg,,,,,,,,,,,,,,,
155,47,29,5.9,22,74.1,71,73,Leafy Veg,,,,,,,,,,,,,,,
256,46,38,6,20,74.5,76,119,Leafy Veg,,,,,,,,,,,,,,,
326,44,47,6.2,22,73.3,85,101,Leafy Veg,,,,,,,,,,,,,,,
175,48,59,6.1,20,71.6,81,94,Leafy Veg,,,,,,,,,,,,,,,
158,47,31,6.1,24,73.6,78,117,Leafy Veg,,,,,,,,,,,,,,,
263,46,46,6.1,24,70.1,87,118,Leafy Veg,,,,,,,,,,,,,,,
338,44,60,5.8,21,74.3,77,69,Leafy Veg,,,,,,,,,,,,,,,
165,48,77,5.8,16,72.4,82,120,Leafy Veg,,,,,,,,,,,,,,,
148,45,24,5.9,22,77.1,73,114,Leafy Veg,,,,,,,,,,,,,,,
233,38,23,6.1,23,72.4,74,83,Leafy Veg,,,,,,,,,,,,,,,
288,31,22,5.8,25,75.8,77,73,Leafy Veg,,,,,,,,,,,,,,,
152,30,24,6.1,22,78.9,78,88,Leafy Veg,,,,,,,,,,,,,,,
155,47,29,6,15,75.9,73,70,Leafy Veg,,,,,,,,,,,,,,,
256,44,38,6.1,21,74.4,73,69,Leafy Veg,,,,,,,,,,,,,,,
326,41,47,6,17,74.6,84,83,Leafy Veg,,,,,,,,,,,,,,,
155,44,59,6.2,25,75.4,82,66,Leafy Veg,,,,,,,,,,,,,,,
153,45,26,6.1,25,72.9,76,75,Leafy Veg,,,,,,,,,,,,,,,
248,40,31,5.9,15,70.7,88,117,Leafy Veg,,,,,,,,,,,,,,,
313,34,35,6.1,25,73.6,80,92,Leafy Veg,,,,,,,,,,,,,,,
173,34,42,5.9,22,72.8,86,91,Leafy Veg,,,,,,,,,,,,,,,
165,47,31,6.1,18,75.2,84,60,Leafy Veg,,,,,,,,,,,,,,,
285,45,45,6.2,23,74.4,74,63,Leafy Veg,,,,,,,,,,,,,,,
375,43,59,6.2,17,76.9,81,100,Leafy Veg,,,,,,,,,,,,,,,
157,47,76,6,25,78,71,111,Leafy Veg,,,,,,,,,,,,,,,
160,48,30,6.1,19,72.7,88,86,Leafy Veg,,,,,,,,,,,,,,,
270,47,41,5.9,16,77.1,86,75,Leafy Veg,,,,,,,,,,,,,,,
350,46,52,6,15,71.5,88,104,Leafy Veg,,,,,,,,,,,,,,,
162,51,66,5.9,24,77,87,110,Leafy Veg,,,,,,,,,,,,,,,
155,45,31,5.8,20,75.8,84,98,Leafy Veg,,,,,,,,,,,,,,,
255,39,45,5.9,24,78.5,84,103,Leafy Veg,,,,,,,,,,,,,,,
325,33,59,6.1,16,75.6,82,105,Leafy Veg,,,,,,,,,,,,,,,
154,33,76,6.2,23,76.6,78,100,Leafy Veg,,,,,,,,,,,,,,,
163,69,56,6.2,24,75.7,86,118,Leafy Veg,,,,,,,,,,,,,,,
273,68,67,5.8,20,72,88,118,Leafy Veg,,,,,,,,,,,,,,,
351.5,55,63,5.9,23,71.4,90,103,Leafy Veg,,,,,,,,,,,,,,,
160,51.5,67,6.1,22,74.7,72,84,Leafy Veg,,,,,,,,,,,,,,,
158,66,57,6,21,72.3,81,68,Leafy Veg,,,,,,,,,,,,,,,
257,54,64,5.9,18,70.2,83,116,Leafy Veg,,,,,,,,,,,,,,,
326.5,48,70,5.8,19,77.8,78,90,Leafy Veg,,,,,,,,,,,,,,,
156,33.5,77,5.9,16,73.1,82,91,Leafy Veg,,,,,,,,,,,,,,,
152,66,50,5.8,18,75,77,73,Leafy Veg,,,,,,,,,,,,,,,
238,23,42,6.2,25,79.7,73,63,Leafy Veg,,,,,,,,,,,,,,,
294.5,40,33,5.9,18,71.4,77,102,Leafy Veg,,,,,,,,,,,,,,,
170,30.5,25,5.9,15,76.7,71,74,Leafy Veg,,,,,,,,,,,,,,,
163,68,57,5.9,24,70.8,80,119,Leafy Veg,,,,,,,,,,,,,,,
271,59,56,6.2,24,74.8,78,96,Leafy Veg,,,,,,,,,,,,,,,
349,50,70,6,24,77.4,79,71,Leafy Veg,,,,,,,,,,,,,,,
153,44.5,77,6,22,77.8,84,79,Leafy Veg,,,,,,,,,,,,,,,
160,48,30,5.9,19,72.9,89,88,Leafy Veg,,,,,,,,,,,,,,,
271,53,48,5.9,20,73,85,119,Leafy Veg,,,,,,,,,,,,,,,
350,46,52,6,17,77.4,87,108,Leafy Veg,,,,,,,,,,,,,,,
157,51,66,5.8,22,71.7,80,103,Leafy Veg,,,,,,,,,,,,,,,
155,45,31,6.2,21,72.5,81,89,Leafy Veg,,,,,,,,,,,,,,,
255,39,45,6.1,16,70.3,85,78,Leafy Veg,,,,,,,,,,,,,,,
325,39,59,6.2,25,70.7,79,107,Leafy Veg,,,,,,,,,,,,,,,
147,33,76,6,17,70.4,70,96,Leafy Veg,,,,,,,,,,,,,,,
149,45,24,5.9,22,79.5,81,65,Leafy Veg,,,,,,,,,,,,,,,
236,23,23,5.9,17,79.1,73,65,Leafy Veg,,,,,,,,,,,,,,,
293,31,22,6,20,78.1,77,78,Leafy Veg,,,,,,,,,,,,,,,
176,30,24,6.1,21,72,76,72,Leafy Veg,,,,,,,,,,,,,,,
160,47,31,6.1,22,78.9,73,62,Leafy Veg,,,,,,,,,,,,,,,
269,44,37,6,21,75.9,81,109,Leafy Veg,,,,,,,,,,,,,,,
347.5,41,59,6.1,24,74.4,78,105,Leafy Veg,,,,,,,,,,,,,,,
150,44,76,6,25,74.6,75,95,Leafy Veg,,,,,,,,,,,,,,,
154,45,26,6.2,18,75.4,84,61,Leafy Veg,,,,,,,,,,,,,,,
251,39,22,6.1,21,72.9,84,80,Leafy Veg,,,,,,,,,,,,,,,
318,33,34,5.9,21,70.7,81,70,Leafy Veg,,,,,,,,,,,,,,,
176,33,41,6.1,21,73.6,83,99,Leafy Veg,,,,,,,,,,,,,,,
153,45,26,5.9,16,72.8,85,82,Leafy Veg,,,,,,,,,,,,,,,
245,39,35,6.1,21,75.2,83,73,Leafy Veg,,,,,,,,,,,,,,,
315,33,39,6.2,25,74.4,88,84,Leafy Veg,,,,,,,,,,,,,,,
165,34,42,6.2,18,76.9,77,90,Leafy Veg,,,,,,,,,,,,,,,
155,48,24,6,19,78,71,94,Leafy Veg,,,,,,,,,,,,,,,
255,45,36,6.1,19,72.7,75,61,Leafy Veg,,,,,,,,,,,,,,,
323,45,51,5.9,22,77.1,75,120,Leafy Veg,,,,,,,,,,,,,,,
168,47,59,6,19,71.5,70,115,Leafy Veg,,,,,,,,,,,,,,,
158,48,31,5.9,23,77,85,99,Leafy Veg,,,,,,,,,,,,,,,
262,46,45,5.8,18,75.8,78,114,Leafy Veg,,,,,,,,,,,,,,,
337,43,55,5.9,20,78.5,87,102,Leafy Veg,,,,,,,,,,,,,,,
146,48,79,6.1,25,75.6,73,111,Leafy Veg,,,,,,,,,,,,,,,
150,44,23,6,16,75,80,113,Leafy Veg,,,,,,,,,,,,,,,
235,38,22,6.2,18,78.5,89,97,Leafy Veg,,,,,,,,,,,,,,,
290,31,23,6.1,24,78.2,77,88,Leafy Veg,,,,,,,,,,,,,,,
171,29,22,6.1,25,77,78,105,Leafy Veg,,,,,,,,,,,,,,,
157,46,29,6.2,20,73.4,85,100,Leafy Veg,,,,,,,,,,,,,,,
257,43,36,6,18,71.8,70,90,Leafy Veg,,,,,,,,,,,,,,,
325,39,44,6.1,24,74.6,72,63,Leafy Veg,,,,,,,,,,,,,,,
163,45,60,6,21,71.5,80,119,Leafy Veg,,,,,,,,,,,,,,,
154,45,31,5.8,20,77.6,84,63,Leafy Veg,,,,,,,,,,,,,,,
255,44,36,6.1,15,74.5,86,99,Leafy Veg,,,,,,,,,,,,,,,
324,44,43,5.8,20,72.6,80,116,Leafy Veg,,,,,,,,,,,,,,,
152,47,63,6.1,21,76.6,71,106,Leafy Veg,,,,,,,,,,,,,,,
160,48,28,6.2,24,79.2,70,70,Leafy Veg,,,,,,,,,,,,,,,
260,46,41,6,17,72.7,81,100,Leafy Veg,,,,,,,,,,,,,,,
338,42,62,5.9,18,76.3,81,90,Leafy Veg,,,,,,,,,,,,,,,
161,47,74,5.9,20,78.2,78,63,Leafy Veg,,,,,,,,,,,,,,,
149,45,28,5.8,22,79.2,83,87,Leafy Veg,,,,,,,,,,,,,,,
233,37,24,5.8,25,71.4,81,104,Leafy Veg,,,,,,,,,,,,,,,
289,31,26,5.9,25,78.4,87,102,Leafy Veg,,,,,,,,,,,,,,,
173,29,23,5.8,21,72.1,83,115,Leafy Veg,,,,,,,,,,,,,,,
155,45,33,5.9,20,74.1,85,64,Leafy Veg,,,,,,,,,,,,,,,
255,45,37,6,16,74.5,90,72,Leafy Veg,,,,,,,,,,,,,,,
323,39,48,6.2,16,73.3,79,91,Leafy Veg,,,,,,,,,,,,,,,
173,45,62,6.1,24,71.6,89,90,Leafy Veg,,,,,,,,,,,,,,,
153,44,25,6.1,21,73.6,71,98,Leafy Veg,,,,,,,,,,,,,,,
248,40,26,6.1,19,70.1,72,71,Leafy Veg,,,,,,,,,,,,,,,
315,32,39,5.8,21,74.3,90,77,Leafy Veg,,,,,,,,,,,,,,,
163,35,46,5.8,25,72.4,74,74,Leafy Veg,,,,,,,,,,,,,,,
167,45,26,5.9,24,77.1,87,70,Leafy Veg,,,,,,,,,,,,,,,
286,46,41,6.1,19,72.4,78,116,Leafy Veg,,,,,,,,,,,,,,,
377,41,59,5.8,25,75.8,89,60,Leafy Veg,,,,,,,,,,,,,,,
156,48,79,6.1,21,78.9,81,78,Leafy Veg,,,,,,,,,,,,,,,
160,49,32,6,15,75.9,84,76,Leafy Veg,,,,,,,,,,,,,,,
267,46,40,6.1,18,74.4,76,64,Leafy Veg,,,,,,,,,,,,,,,
351,47,47,6,18,74.6,83,87,Leafy Veg,,,,,,,,,,,,,,,
167,50,67,6.2,16,75.4,86,113,Leafy Veg,,,,,,,,,,,,,,,
152,46,30,6.1,20,72.9,81,102,Leafy Veg,,,,,,,,,,,,,,,
257,39,45,5.9,20,70.7,80,83,Leafy Veg,,,,,,,,,,,,,,,
326,33,60,6.1,15,73.6,73,94,Leafy Veg,,,,,,,,,,,,,,,
175,33,73,5.9,19,72.8,70,110,Leafy Veg,,,,,,,,,,,,,,,
163,70,60,6.1,15,75.2,82,104,Leafy Veg,,,,,,,,,,,,,,,
270,67,64,6.2,20,74.4,84,93,Leafy Veg,,,,,,,,,,,,,,,
351.5,54,62,6.2,20,76.9,86,120,Leafy Veg,,,,,,,,,,,,,,,
162,52.5,67,6,24,78,80,101,Leafy Veg,,,,,,,,,,,,,,,
159,66,60,6.1,22,72.7,78,99,Leafy Veg,,,,,,,,,,,,,,,
254,54,63,5.9,16,77.1,89,63,Leafy Veg,,,,,,,,,,,,,,,
325.5,47,65,6,23,71.5,82,106,Leafy Veg,,,,,,,,,,,,,,,
171,33.5,75,5.9,22,77,81,61,Leafy Veg,,,,,,,,,,,,,,,
149,64,49,5.8,23,75.8,81,71,Leafy Veg,,,,,,,,,,,,,,,
236,24,46,5.9,23,78.5,72,101,Leafy Veg,,,,,,,,,,,,,,,
160,48,36,6.5,28,73.5,69,64,Oil crop,,,,,,,,,,,,,,,
153,49,61,6.7,26,77,65,73,Oil crop,,,,,,,,,,,,,,,
351,49,85,6.5,20,69.2,64,67,Oil crop,,,,,,,,,,,,,,,
269,55,112,6.6,28,77.6,65,78,Oil crop,,,,,,,,,,,,,,,
155,47,31,6.5,23,71.5,57,48,Oil crop,,,,,,,,,,,,,,,
173,44,46,6.5,24,73.7,65,49,Oil crop,,,,,,,,,,,,,,,
326,41,60,6.3,24,76.8,60,60,Oil crop,,,,,,,,,,,,,,,
295.4,44,77,6.3,21,76.6,50,51,Oil crop,,,,,,,,,,,,,,,
153,47,31,6.5,30,70.1,63,45,Oil crop,,,,,,,,,,,,,,,
147,46,46,6.3,23,68.5,68,55,Oil crop,,,,,,,,,,,,,,,
313,44,60,6.3,25,74.3,69,57,Oil crop,,,,,,,,,,,,,,,
221.6,48,77,6.4,29,74.8,66,61,Oil crop,,,,,,,,,,,,,,,
145,48,31,6.6,28,71.2,55,68,Oil crop,,,,,,,,,,,,,,,
151,49,46,6.7,24,71.4,63,78,Oil crop,,,,,,,,,,,,,,,
273,49,60,6.7,26,69.6,68,53,Oil crop,,,,,,,,,,,,,,,
201,55,77,6.5,27,74.6,50,55,Oil crop,,,,,,,,,,,,,,,
158,48,35,6.5,30,73.7,62,48,Oil crop,,,,,,,,,,,,,,,
172,49,58,6.4,21,74.1,66,66,Oil crop,,,,,,,,,,,,,,,
338,49,80,6.6,26,73.5,62,80,Oil crop,,,,,,,,,,,,,,,
187,55,105,6.3,24,70.5,65,66,Oil crop,,,,,,,,,,,,,,,
160,47,31,6.7,25,69.7,69,61,Oil crop,,,,,,,,,,,,,,,
153,46,44,6.6,24,71.3,53,43,Oil crop,,,,,,,,,,,,,,,
348,44,57,6.5,27,71.5,68,41,Oil crop,,,,,,,,,,,,,,,
193,48,73,6.7,27,71.9,50,56,Oil crop,,,,,,,,,,,,,,,
154,46,28,6.3,29,72,59,74,Oil crop,,,,,,,,,,,,,,,
172,41,35,6.4,29,75.5,56,66,Oil crop,,,,,,,,,,,,,,,
318,36,42,6.3,27,74.9,61,52,Oil crop,,,,,,,,,,,,,,,
269,37,52,6.4,30,69.1,67,56,Oil crop,,,,,,,,,,,,,,,
156,47,32,6.4,30,73,67,73,Oil crop,,,,,,,,,,,,,,,
158,44,49,6.7,26,74.5,60,74,Oil crop,,,,,,,,,,,,,,,
331,41,65,6.3,20,68.6,55,55,Oil crop,,,,,,,,,,,,,,,
176,44,84,6.4,26,71.9,68,46,Oil crop,,,,,,,,,,,,,,,
151,46,29,6.4,21,71.6,55,74,Oil crop,,,,,,,,,,,,,,,
176,41,38,6.4,28,73.1,63,52,Oil crop,,,,,,,,,,,,,,,
306,36,45,6.6,22,77.8,51,57,Oil crop,,,,,,,,,,,,,,,
246,37,59,6.3,26,71.8,67,58,Oil crop,,,,,,,,,,,,,,,
156,47,29,6.6,22,69.8,61,68,Oil crop,,,,,,,,,,,,,,,
156,44,40,6.4,24,70.1,52,45,Oil crop,,,,,,,,,,,,,,,
328,41,50,6.4,28,76.7,55,49,Oil crop,,,,,,,,,,,,,,,
284,44,63,6.3,30,69.1,60,41,Oil crop,,,,,,,,,,,,,,,
151,46,27,6.3,30,78.1,59,75,Oil crop,,,,,,,,,,,,,,,
170,41,32,6.6,30,75.6,65,41,Oil crop,,,,,,,,,,,,,,,
306,36,37,6.4,30,70.2,69,48,Oil crop,,,,,,,,,,,,,,,
256.6,37,45,6.3,30,78.2,54,66,Oil crop,,,,,,,,,,,,,,,
153,47,29,6.6,27,71.6,59,52,Oil crop,,,,,,,,,,,,,,,
162,44,40,6.6,27,69.4,70,41,Oil crop,,,,,,,,,,,,,,,
316,41,450,6.6,27,77.6,54,61,Oil crop,,,,,,,,,,,,,,,
286,44,63,6.7,23,75.4,68,55,Oil crop,,,,,,,,,,,,,,,
149,46,27,6.7,25,74.5,57,50,Oil crop,,,,,,,,,,,,,,,
162,41,32,6.3,20,69.8,50,71,Oil crop,,,,,,,,,,,,,,,
256,36,37,6.7,26,76.8,58,68,Oil crop,,,,,,,,,,,,,,,
194.9,37,45,6.4,30,71.5,57,75,Oil crop,,,,,,,,,,,,,,,
157,47,30,6.6,29,74.5,54,79,Oil crop,,,,,,,,,,,,,,,
153,46,43,6.6,27,74.5,53,40,Oil crop,,,,,,,,,,,,,,,
